,0,1,2,3,4
347,FEDEDAA,BAABEFF,DDCAADF,EFEDCBA,ABBCEEF
348,EDECDAE,CBABEFE,DEFEBAB,ECCCEFA,ADACFED
349,CEFEDAA,FBAEDDD,CBBBCEF,EEFEBAA,ABADDFF
350,AACEEEE,FFECBAA,CEFFCAA,AABDEFF,EDCEECA
351,FEBBBBB,AACDEEF,FEBAEDB,ABDFFEC,EDBBABF
352,FECCBBB,ABACEFF,FFDBCBA,FFEBBBA,ABCDEDF
353,EEEDDBA,BBBCDFF,FFEBABC,DDEDECA,ADCAEEF
354,FEBDCCA,AABCEFF,EFFBABD,EEEDCAA,BBACDDF
355,FBDDDCA,ACEFFDA,AABDFFE,DAACEEF,BAADEEF
356,FEBBBBC,EEFECAA,EFFCAAC,ADFFABD,BBBCDDF
357,BACBDFF,FEFDCAA,DEFECAA,ABCEFCE,EFFCABB
358,AADEEEE,FFECAAC,ABCEFED,EEBABDF,CEEEECA
359,DBFEBAE,ABBDFEE,FFDCABC,BDEBCFB,BECAEDE
360,FFDBABB,AABDEFF,FFECBBA,FFDBBBB,AABDEFE
361,EAACDEE,BCDCBDF,DBCAFFD,FFDDBAA,EFDBABE
362,EBBFDBB,EEECAEA,CEBDAEE,EEEAACE,EDDAEDB
363,FFECABB,ACFFECA,AABDFFD,FCAADEE,CCABCEF
364,FEDBBBB,AACDEEF,EFECBBA,EEEEDBA,FDBBBBF
365,EDEFCAA,BABCDFF,EFFCAAB,FFEDBAA,AABDFEE
366,AAEDCFE,CDFEBAC,ABCEFDC,DDEBADE,ACFCDDB
367,EEDCEBA,AABDEEF,EFFCAAC,FFEBABB,CBBDDFB
368,BBBBEFF,ECFECBA,BDFFDBA,AACDEEF,EEFEBAA
369,FCADBDD,FFEDBAA,ABCEFEC,CAABEEF,FBBBBDF
370,DEFECAA,EDAABDF,BBEFEBA,ADEFEBA,BBACEEF
371,FCABCDE,DEEDDCA,ABDFFDB,AACEEEE,EEECAAE
372,FEBBBCD,ABBCDFF,DDAADFE,FFDBBAB,EEEEBAD
373,FDBCACB,AABCEFF,FEDBCDA,FEEDBAA,EFCCABE
374,CFFECAA,AABCEFF,FECBABE,FFEDBAA,AABDEFF
375,DCFEABE,BAFDBDF,BBDABEF,EDDDDDA,DBDDDFA
376,CABCDEF,FFEDBAA,CEFFCBA,ABDDEEE,FEECBAC
377,BEEDEAD,CBABDFF,FBBEEBB,EDBABFF,AAECEEE
378,FFEDBAA,BBABDFF,EBCFFBA,FFEBBBB,BBBBDFF
379,BABDDFE,DBABCEF,ABECBEF,FFEDBAA,EDBEEBB
380,CFFDBAB,EEBABEF,EEBDBAE,FEDAACE,FCAABEF
381,AEFECBC,FFDAACD,BBABEFF,FFECAAC,CAABEFF
382,ABDEEEE,FEEDBAA,ABCDFED,ECAADEF,DEEEDBA
383,AAADFEE,FEDEBAB,CEFFCBA,AACDEEF,EEEECAA
384,CCEFEBA,BBBBDFF,DEFBABD,EEEDCBA,BBBCFDF
385,ECEFDBA,BABBDFF,DFDAACE,FFECBAA,BABCDEF
386,ABDEEDE,EFEDCAA,ABDFFDB,BABCDFF,EEEDDBA
387,FFECBAA,AABCDFF,FDAAEED,FFEDBAA,AABCEFF
388,ABCEEDF,FFDBABD,ABCEFDC,FEBABDF,BCDEFDA
389,DFFBCBC,DFFCAAC,ABCEFEC,FDAACEE,BBAEDEF
390,FEBABDD,BCEEEDA,CBDFFCA,AACEEEE,FEDBAAE
391,DEEECCA,BAACEFF,BCDABEF,EFEECAA,AABDEFF
392,DDECAED,BBADFDE,FECCBBB,AADECEF,BBFEAED
393,BFFECBA,BAACEFF,FDAABDF,EFEDCAA,AABDEFF
394,FDBACCC,FEEDBAA,CEFFCAA,ABEEEEC,EABDECF
395,FEEDBAA,AABDEFF,FECABEE,FFEDCAA,BABCEEF
396,FCABCEF,CEEFDBA,EAABEFE,AACEEFE,FECBABE
397,EFEDBAA,FEDBABD,BCEFDBA,ABCFFCC,CBABDFF
398,CBCFEAC,EFDAACD,BABDFFD,DEFBACF,FCACFCB
399,ABCFDCF,FCADECB,ABBBFFE,FEEBABE,EAEFBCB
400,EFDDBAD,BAEFDBD,FFCAADD,BEFDBAB,BBEBBFF
401,ABDEEEE,FFECAAC,CDEFCAA,DBABDFF,DEEDDCA
402,FFEDBAA,AABCEFF,EFDBABD,EEEECAA,BAACEFF
403,FDBBBDE,BBBBCEF,BDFEABE,FEEDCAA,BBCDEBF
404,EDAFDAD,EABFDCD,EBCBEDE,CEECEBA,EBBEBDD
405,ABDBFEC,ABFDBDF,DEFEBAA,CBEFBAE,FFBBEDA
406,FFEDABB,ABBDEEF,EDECABE,EDEDDDA,BDACEEF
407,DBBBCFF,DEEEDBA,EABDFEB,AACDEEF,FFEDBAA
408,BBECBFD,ABFDCEF,CDFFDAA,DDBBFEA,BEFACFB
409,ACEEFCB,FFCACCB,ABCEFEC,FEBBEDA,DCFCDEA
410,EEEEABA,AABCEFF,BBBBDFF,FFECBAA,ABEFDCD
411,FEBBBBC,BDFEECA,CEFEBAC,BEFEBBA,BABDDCF
412,CFFECAA,AABCEFF,FECBABE,EFEDBAA,AABDEFF
413,BEEECDA,AFBBEEC,CEDBCEA,EDCFCAD,CAEBBEE
414,BEFECBA,BAACEFF,FEBBABF,EFEDCAA,AABDEFF
415,FCADDDD,ABDFEEC,ECAACFF,FCAACEE,DEEDCAC
416,CABFFED,EEEEDAA,ACDFFCB,AABDEFE,BCEFCAE
417,CEFFCAA,FFEAABC,AACEFDC,DDDFEBA,CBABDEF
418,EFFCAAC,CFEBABD,ACEFEBA,FDABEEB,DBCADEF
419,BEEDDEA,BFCDADD,BCBAEFE,EFEDBAA,CACBEEF
420,EDFECAA,FECABCF,CEFFBAA,ABDFDEC,CAACEFF
421,ABBCEEF,FFECAAB,ABBCFFF,FFDAABD,EFEDCAA
422,DFEDBBA,ABCDEFE,EFFBABC,EEEAACE,DABECEE
423,DFFDBAA,FEDBAAD,ABDFFCB,DFEBDBA,CBBBCEF
424,ABDEEEE,FFEDCAA,BBBBCFF,FFEDBAA,ACEFFEA
425,BCCDFBE,FACFBBE,DBCAECF,DCDFBAE,EBDEABF
426,BBFFBAE,EBACFEC,ABDEFDB,CDBBEFA,ACFFCDC
427,CAACEFF,FFEDBAB,CEFFCAA,AACEEEE,EEFDCAB
428,DCEFEAA,AABCEFF,FFECAAB,DEEDEBA,BBBADFF
429,AABEFEE,AABDEFF,FFDCBAB,AACDEFF,EEEEDAA
430,AAADFFE,FFEDBAB,ABCEFEC,DBABEFF,DDEFDAA
431,ACDECDE,FECAADF,BDEFDBA,DCAACEF,FCBBCDE
432,DFFDBAA,DEBACEF,BBDFEBA,AACFEFC,CBBADFE
433,CBCADEF,DEAEFBA,EBADFDA,ABDEFED,EEFDABA
434,DDDAFDA,DEACFCC,EBBAFDE,BDECCFA,BECADEE
435,ABEEEDE,FECAACE,ABBCFEF,FFDBABC,BDEFEDA
436,DEEEDAA,EDAABEF,CABDFEC,DEFDCDA,BEEADED
437,BBACFFE,CFFDDAA,BDFFDBA,AACDEFE,EEFEBAA
438,FCCCCBC,AACCEEF,EEDBDEA,FFCBABC,EFCCDBA
439,DFDCBAD,EFEBABD,BDEFDBA,FEBAACF,EBBACEE
440,CFFECBA,BAACEFF,FEBBABE,EFEECAA,AABDEFF
441,FDBCBBC,AABDEEF,FEDCBCA,FFDABCB,EDDECAD
442,FCCCCBB,FECAADE,BEFCACE,FFEDBAA,ABDDCDF
443,FEEDCBA,AABDEFF,DFBAADF,EEEECAA,BABCDEF
444,FEEDABA,AABDEFF,CBBACFF,FFEDBAA,ABDEECF
445,DDEAFDA,DDADFCD,FCECBAD,CCFDADE,BDFBDFA
446,ABEEEEE,FECAACE,ABABFEF,FEDAACE,FFEDCBA
447,EFFDBAA,CDECADF,CBDFFCA,DECACEE,BABCDFF
448,FFEECAA,EEFDCAA,BAACFFE,FEBABCE,BABDDFF
449,ACEEEDD,FEBABDE,EEEEBAB,FEDAACE,CEEEEBA
450,CFFECAA,AABCEFF,FECBABE,EFEDBAA,AABDEFF
451,FDABBDD,EEEEDAA,BDEFDBA,AACEEEE,FFCBAAE
452,FBCEECA,BBBBDEF,EFECAAB,FFEDBAA,AABDFDF
453,EFFDBAB,ABCDDFE,FEEECAA,BABDFDF,BBCADFF
454,CEECBBC,BABDEEF,FCBEEBA,EDBBCBF,BACECFE
455,FEEEBAA,AABCEFF,EFEBABC,EEEEBBA,ABBCDEF
456,CEFECBA,AABCEFF,FECBABE,FFEDBAA,AABDEFF
457,FEBBBDC,BBBCDFF,DEFDAAB,FFEDCAA,EDBCBCF
458,ABCDEEF,FECAACD,ACBEFCE,FEDAACE,EFDEDBA
459,ABBBEFF,EFEDCAA,ABDFFDB,CAACDEF,DEEFBAA
460,DAFDDDA,BDBACFE,FEEBABB,EEBABEF,CEDEFAA
461,CBAAEFE,CBFECAB,CACFFDA,ABCEFED,FFDABCB
462,BAADFEE,FFEDAAB,CEFFCBA,BAADFFE,EBCFEAB
463,ECEEADB,BACCEFD,FECCABC,DCDFEAA,BEDBFDB
464,FDBCBBB,AACEEFD,ECAADFE,EAADDEF,EBCDBBF
465,CBBACFF,EDFEBBA,EFFDBAA,ABCEFDD,EFFCAAB
466,ABCEEEE,FEECAAC,ABDFFDB,ECAACEF,DEEEECA
467,ABFFECB,BBBBCEF,EFFCABB,FFDCCBA,ABBDFED
468,FFDBBAB,ABBBDFF,ECCABEF,FFEDCAA,BBBBDEF
469,FFDCBBB,AABCEFF,EDDFBAD,FFECBAA,ABBCDFF
470,CFFECAA,AABDEFF,FECBABE,FFEDBAA,AABDEFF
471,ABBCFFF,DFEDCAA,ACEFFCB,BABDEFF,EEEEBAA
472,FEBAADE,DEEEDBA,ABEFFCA,ABDEEEE,FEDBBAD
473,BBDEAEF,BADEDDF,CBABDFF,FEDDAAD,ECAEFAC
474,DFFDCAB,EDBAEEC,BCBABFF,FEEBABC,ADDAEDE
475,ABCEFEC,BBBBDFF,CEFCABC,FEEDCAA,ACCEFEA
476,FFCCBAB,ABBCDFF,DFFCABC,EEEDCAA,DCBBBCF
477,EFEDCAA,AAEEFCC,BABEFDB,FDAABDF,AABCDFF
478,FFDCBBA,AABDEFF,FEDBAAE,FFEDBAA,AABCEEF
479,CFFECAA,AABCEFF,FEBBABE,FFEDBAA,AABDEFF
480,FECCABC,ABBDEFF,EDCAAEF,FFECAAC,BDDEDCB
481,FDABBDD,BBBBDFF,DFEBABC,FFEDBAA,CDEFBAD
482,FBBBDDC,FEEDCAA,BDEFDBA,ACEFECB,ACCFFBD
483,FECCCBA,AACFFEC,BABDFFD,CAACDEF,ECDDDAD
484,AABCDFF,FFDBABD,CDEFCAA,DCAACEF,FFDCBAA
485,DAABEFF,EEEDDBA,AACEFED,BABDEFF,FEDCAAC
486,EFEDBCA,CAEEDDC,BBABDFF,DEFBADE,CABEDFF
487,DDFFCAA,EEAACEF,BCEFEBA,ADEFEBB,CBABDEF
488,BFFECAA,EEEFDAA,BBABEFE,FFECBBA,ABBCEFF
489,FFEDBAA,AABDEFF,DBACFED,FFDCBAA,AABCEFF
490,FECCBCA,AABDEFF,FFCBCCA,FFECAAB,CBCFDDC
491,ADEFCCD,EFFBBBB,BAADFFD,FECBACD,AABCEFF
492,FFECBAB,AABDEFF,FFDBACB,EFEDBAA,AACEFEE
493,ABBBEFF,FEEDCAA,ABBCEFF,FECABDE,EDEFCAA
494,FFECBAA,AABCEFF,EDBAADF,EEFECAA,BBABDEF
495,DAADDEF,AABDEFF,DFFDCAA,FFDBBBB,EEEECBA
496,ABCEFDC,FEDAACE,DEFFBAA,BAACEFF,DDEEEBA
497,EEFECAA,BBBACEF,BBADFCF,FFDCBAA,AABCEFF
498,BCEBAEF,CABFFDE,CEFFBAA,BDFEABD,BBEEBED
499,EFEDBAA,EFEAABE,BDEFDAA,DCAACEF,FDBABDE
